innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,3,Kolkata Knight Riders,R Powell,MA Starc,M Krishnadas,wicket,struck down,False
1,20,5,Delhi Capitals,Harshit Rana,MA Starc,M Krishnadas,wicket,struck down,False
2,5,3,Kolkata Knight Riders,KK Nair,VG Arora,MV Saidharshan Kumar,wicket,upheld,False
2,11,3,Kolkata Knight Riders,AR Patel,Harshit Rana,MV Saidharshan Kumar,wicket,struck down,True
