innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Rahmanullah Gurbaz,48,3.6
1,Kolkata Knight Riders,2,SP Narine,85,7.4
1,Kolkata Knight Riders,3,AM Rahane,91,8.2
1,Kolkata Knight Riders,4,VR Iyer,113,10.2
1,Kolkata Knight Riders,5,A Raghuvanshi,174,17.5
1,Kolkata Knight Riders,6,RK Singh,177,18.3
1,Kolkata Knight Riders,7,R Powell,203,20.3
1,Kolkata Knight Riders,8,AS Roy,203,20.4
1,Kolkata Knight Riders,9,AD Russell,203,20.5
2,Delhi Capitals,1,Abishek Porel,4,1.2
2,Delhi Capitals,2,KK Nair,43,5.3
2,Delhi Capitals,3,KL Rahul,60,7.3
2,Delhi Capitals,4,AR Patel,136,14.2
2,Delhi Capitals,5,T Stubbs,138,14.6
2,Delhi Capitals,6,F du Plessis,146,16.2
2,Delhi Capitals,7,Ashutosh Sharma,160,18.2
2,Delhi Capitals,8,MA Starc,160,18.3
2,Delhi Capitals,9,V Nigam,189,20.5
