innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,Rahmanullah Gurbaz,26,12,5,1,216.67,c Abishek Porel b MA Starc,1
1,Kolkata Knight Riders,SP Narine,27,16,2,2,168.75,lbw b V Nigam,2
1,Kolkata Knight Riders,AM Rahane,26,14,4,1,185.71,lbw b AR Patel,3
1,Kolkata Knight Riders,A Raghuvanshi,44,32,3,2,137.5,c KK Nair b PVD Chameera,4
1,Kolkata Knight Riders,VR Iyer,7,5,1,0,140.0,c V Nigam b AR Patel,5
1,Kolkata Knight Riders,RK Singh,36,25,3,1,144.0,c MA Starc b V Nigam,6
1,Kolkata Knight Riders,AD Russell,17,9,2,1,188.89,run out (Abishek Porel),7
1,Kolkata Knight Riders,R Powell,5,5,1,0,100.0,lbw b MA Starc,8
1,Kolkata Knight Riders,AS Roy,0,1,0,0,0.0,c PVD Chameera b MA Starc,9
1,Kolkata Knight Riders,Harshit Rana,0,1,0,0,0.0,not out,10
1,Kolkata Knight Riders,CV Varun,1,1,0,0,100.0,not out,11
2,Delhi Capitals,Abishek Porel,4,2,1,0,200.0,c AD Russell b AS Roy,1
2,Delhi Capitals,F du Plessis,62,45,7,2,137.78,c RK Singh b SP Narine,2
2,Delhi Capitals,KK Nair,15,13,2,0,115.38,lbw b VG Arora,3
2,Delhi Capitals,KL Rahul,7,5,1,0,140.0,run out (SP Narine),4
2,Delhi Capitals,AR Patel,43,23,4,3,186.96,c Harshit Rana b SP Narine,5
2,Delhi Capitals,T Stubbs,1,3,0,0,33.33,b SP Narine,6
2,Delhi Capitals,V Nigam,38,19,5,2,200.0,b AD Russell,7
2,Delhi Capitals,Ashutosh Sharma,7,6,0,1,116.67,c SP Narine b CV Varun,8
2,Delhi Capitals,MA Starc,0,1,0,0,0.0,c Rahmanullah Gurbaz b CV Varun,9
2,Delhi Capitals,PVD Chameera,2,3,0,0,66.67,not out,10
2,Delhi Capitals,Kuldeep Yadav,1,1,0,0,100.0,not out,11
