match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2015-04-09,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,30,3,7.5,11,0,1
6,2015-04-12,Rajasthan Royals,Feroz Shah Kotla,4.0,0,42,0,10.5,9,1,0
10,2015-04-15,Kings XI Punjab,Maharashtra Cricket Association Stadium,3.0,0,14,0,4.67,13,1,0
13,2015-04-18,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,26,1,6.5,10,0,0
17,2015-04-20,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,30,1,7.5,9,1,0
21,2015-04-23,Mumbai Indians,Feroz Shah Kotla,4.0,0,36,1,9.0,11,3,0
26,2015-04-26,Royal Challengers Bangalore,Feroz Shah Kotla,3.3,0,30,0,8.57,10,1,0
31,2015-05-01,Kings XI Punjab,Feroz Shah Kotla,4.0,0,20,4,5.0,13,1,0
36,2015-05-03,Rajasthan Royals,Brabourne Stadium,4.0,0,38,1,9.5,7,0,0
39,2015-05-05,Mumbai Indians,Wankhede Stadium,4.0,1,30,2,7.5,12,0,0
45,2015-05-09,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,4.0,0,25,2,6.25,12,0,0
