innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,JR Hopes,24,4.1
1,Kings XI Punjab,2,SE Marsh,107,13.4
1,Kings XI Punjab,3,KC Sangakkara,133,15.6
1,Kings XI Punjab,4,Yuvraj Singh,164,19.2
1,Kings XI Punjab,5,IK Pathan,173,20.4
1,Kings XI Punjab,6,PP Chawla,173,20.5
2,Kolkata Knight Riders,1,Salman Butt,45,6.2
2,Kolkata Knight Riders,2,DB Das,45,6.3
2,Kolkata Knight Riders,3,DJ Hussey,62,9.4
2,Kolkata Knight Riders,4,LR Shukla,70,10.5
2,Kolkata Knight Riders,5,WP Saha,102,15.4
2,Kolkata Knight Riders,6,A Chopra,106,16.3
2,Kolkata Knight Riders,7,Umar Gul,155,19.3
