innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,SE Marsh,5,9,JR Hopes,13,10,24,19
1,Kings XI Punjab,2,KC Sangakkara,45,35,SE Marsh,35,22,83,57
1,Kings XI Punjab,3,KC Sangakkara,19,10,Yuvraj Singh,7,4,26,14
1,Kings XI Punjab,4,Yuvraj Singh,20,14,DPMD Jayawardene,10,6,31,20
1,Kings XI Punjab,5,IK Pathan,7,4,DPMD Jayawardene,1,4,9,8
1,Kings XI Punjab,6,PP Chawla,0,1,DPMD Jayawardene,0,0,0,1
1,Kings XI Punjab,7,TM Srivastava,1,1,DPMD Jayawardene,0,0,1,1
2,Kolkata Knight Riders,1,Salman Butt,24,19,SC Ganguly,19,13,45,32
2,Kolkata Knight Riders,2,DB Das,0,1,SC Ganguly,0,0,0,1
2,Kolkata Knight Riders,3,DJ Hussey,12,11,SC Ganguly,5,8,17,19
2,Kolkata Knight Riders,4,LR Shukla,5,4,SC Ganguly,2,3,8,7
2,Kolkata Knight Riders,5,WP Saha,13,15,SC Ganguly,17,14,32,29
2,Kolkata Knight Riders,6,SC Ganguly,2,2,A Chopra,2,3,4,5
2,Kolkata Knight Riders,7,Umar Gul,24,11,SC Ganguly,21,7,49,18
2,Kolkata Knight Riders,8,SC Ganguly,20,6,I Sharma,0,1,20,7
