match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,14,9,0,0,155.56,not out,6
30,2020-10-14,Rajasthan Royals,Dubai International Cricket Stadium,14,13,0,1,107.69,c JC Archer b JD Unadkat,6
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,4,7,0,0,57.14,c F du Plessis b SM Curran,6
