match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2009-04-18,Rajasthan Royals,Newlands,8,2,2,0,400.0,not out,9
5,2009-04-20,Chennai Super Kings,St George's Park,5,6,0,0,83.33,c ML Hayden b L Balaji,9
11,2009-04-24,Kings XI Punjab,Kingsmead,1,1,0,0,100.0,not out,9
14,2009-04-26,Delhi Daredevils,St George's Park,0,0,0,0,0.0,run out (AB de Villiers),8
33,2009-05-07,Rajasthan Royals,SuperSport Park,12,13,0,1,92.31,b A Singh,10
38,2009-05-10,Mumbai Indians,St George's Park,7,12,0,0,58.33,st YV Takawale b Harbhajan Singh,8
44,2009-05-14,Chennai Super Kings,Kingsmead,6,2,1,0,300.0,not out,10
59,2009-05-24,Deccan Chargers,New Wanderers Stadium,8,8,1,0,100.0,c Harmeet Singh b RJ Harris,10
