match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2025-03-25,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",1,1,0,0,100.0,not out,7
56,2025-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",1,1,0,0,100.0,not out,9
64,2025-05-22,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",1,3,0,0,33.33,c W O'Rourke b Shahbaz Ahmed,7
67,2025-05-25,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",20,14,0,3,142.86,b Noor Ahmad,9
