match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,0,7,0,7.0,2,0,0
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",2.0,0,15,0,7.5,5,0,0
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.1,0,26,0,8.21,8,0,0
18,2023-04-13,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,20,1,5.0,8,0,0
21,2023-04-15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,0,10,1,5.0,6,0,0
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,31,2,10.33,7,0,0
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",2.0,0,15,0,7.5,5,0,0
46,2023-05-03,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,0,21,0,10.5,1,0,0
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",1.0,0,4,1,4.0,2,0,0
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,30,4,7.5,11,1,0
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",3.0,0,39,0,13.0,2,2,0
