match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2016-04-10,Kolkata Knight Riders,Eden Gardens,4.0,0,21,0,5.25,13,1,0
7,2016-04-15,Kings XI Punjab,Feroz Shah Kotla,4.0,0,19,1,4.75,12,1,0
11,2016-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,29,0,7.25,8,0,0
17,2016-04-23,Mumbai Indians,Feroz Shah Kotla,4.0,0,27,1,6.75,7,1,0
23,2016-04-27,Gujarat Lions,Feroz Shah Kotla,4.0,0,35,2,8.75,7,1,0
26,2016-04-30,Kolkata Knight Riders,Feroz Shah Kotla,3.0,0,19,1,6.33,4,0,0
31,2016-05-03,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,32,1,8.0,8,1,0
36,2016-05-07,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,30,2,7.5,7,1,0
42,2016-05-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,19,1,4.75,10,1,0
47,2016-05-15,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,34,2,8.5,10,0,0
49,2016-05-17,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,0,12,1,6.0,7,1,1
56,2016-05-22,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,3.0,0,31,1,10.33,9,1,0
