innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,AJ Finch,13,3.5
1,Royal Challengers Bangalore,2,D Padikkal,66,11.2
1,Royal Challengers Bangalore,3,AB de Villiers,67,11.5
1,Royal Challengers Bangalore,4,Washington Sundar,93,15.3
2,Chennai Super Kings,1,F du Plessis,19,4.6
2,Chennai Super Kings,2,SR Watson,25,6.4
2,Chennai Super Kings,3,N Jagadeesan,89,15.2
2,Chennai Super Kings,4,MS Dhoni,106,16.6
2,Chennai Super Kings,5,SM Curran,107,17.2
2,Chennai Super Kings,6,AT Rayudu,113,18.3
2,Chennai Super Kings,7,DJ Bravo,122,19.4
2,Chennai Super Kings,8,RA Jadeja,126,19.6
