cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1082620,30,2017-04-26,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,RV Uthappa,182/5,184/3,20.0,18.1,,20,league,AY Dandekar,NJ Llong,CB Gaffaney,AJ Pycroft
1082621,31,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,,0,7,AJ Tye,134/10,135/3,20.0,13.5,,20,league,AK Chaudhary,C Shamshuddin,M Erasmus,Chinmay Sharma
1082622,32,2017-04-28,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,G Gambhir,160/6,161/3,20.0,16.2,,20,league,NJ Llong,S Ravi,VK Sharma,AJ Pycroft
1082623,33,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,,26,0,Rashid Khan,207/3,181/9,20.0,20.0,,20,league,Nitin Menon,CK Nandan,YC Barde,S Chaturvedi
1082624,34,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant,,61,0,LH Ferguson,157/3,96/9,20.0,20.0,,20,league,KN Ananthapadmanabhan,M Erasmus,C Shamshuddin,Chinmay Sharma
1082625,35,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,,tie,0,0,KH Pandya,153/9,153/10,20.0,20.0,,20,league,AK Chaudhary,CB Gaffaney,A Nand Kishore,M Nayyar
1082626,36,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,10,Sandeep Sharma,67/10,68/0,17.1,7.5,,20,league,YC Barde,CK Nandan,Nitin Menon,S Chaturvedi
1082627,37,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,,48,0,DA Warner,209/3,161/7,20.0,20.0,,20,league,AY Dandekar,S Ravi,VK Sharma,J Srinath
1082628,38,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Mumbai Indians,,0,5,RG Sharma,162/8,165/5,20.0,19.5,,20,league,AK Chaudhary,CB Gaffaney,A Deshmukh,M Nayyar
1082629,39,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,5,BA Stokes,161/10,167/5,19.5,19.5,,20,league,M Erasmus,C Shamshuddin,KN Ananthapadmanabhan,Chinmay Sharma
1082630,40,2017-05-02,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,6,Mohammed Shami,185/3,189/4,20.0,19.1,,20,league,YC Barde,Nitin Menon,CK Nandan,AJ Pycroft
1082631,41,2017-05-03,Eden Gardens,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,4,RA Tripathi,155/8,158/6,20.0,19.2,,20,league,KN Ananthapadmanabhan,A Nand Kishore,S Ravi,J Srinath
1082632,42,2017-05-04,Feroz Shah Kotla,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,7,RR Pant,208/7,214/3,20.0,17.3,,20,league,M Erasmus,Nitin Menon,CK Nandan,M Nayyar
1082633,43,2017-05-05,M Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,,19,0,Sandeep Sharma,138/7,119/10,20.0,19.0,,20,league,CB Gaffaney,C Shamshuddin,AY Dandekar,V Narayan Kutty
1082634,44,2017-05-06,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rising Pune Supergiant,,12,0,JD Unadkat,148/8,136/9,20.0,20.0,,20,league,KN Ananthapadmanabhan,AK Chaudhary,M Erasmus,Chinmay Sharma
1082635,45,2017-05-06,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,,146,0,LMP Simmons,212/3,66/10,20.0,13.4,,20,league,Nitin Menon,CK Nandan,YC Barde,M Nayyar
1082636,46,2017-05-07,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,SP Narine,158/6,159/4,20.0,15.1,,20,league,AY Dandekar,C Shamshuddin,CB Gaffaney,AJ Pycroft
1082637,47,2017-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,,0,6,DR Smith,189/3,192/4,20.0,19.4,,20,league,A Nand Kishore,VK Sharma,S Ravi,J Srinath
1082638,48,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,,0,7,S Dhawan,138/7,140/3,20.0,18.2,,20,league,KN Ananthapadmanabhan,M Erasmus,AK Chaudhary,Chinmay Sharma
1082639,49,2017-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,,14,0,MM Sharma,167/6,153/6,20.0,20.0,,20,league,A Nand Kishore,S Ravi,VK Sharma,J Srinath
1082640,50,2017-05-10,Green Park,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,2,SS Iyer,195/5,197/8,20.0,19.4,,20,league,YC Barde,AK Chaudhary,Nitin Menon,V Narayan Kutty
1082641,51,2017-05-11,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,,7,0,WP Saha,230/3,223/6,20.0,20.0,,20,league,A Deshmukh,A Nand Kishore,VK Sharma,M Nayyar
1082642,52,2017-05-12,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,Delhi Daredevils,,7,0,KK Nair,168/8,161/7,20.0,20.0,,20,league,KN Ananthapadmanabhan,CK Nandan,C Shamshuddin,AJ Pycroft
1082643,53,2017-05-13,Green Park,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,8,Mohammed Siraj,154/10,158/2,19.2,18.1,,20,league,AK Chaudhary,Nitin Menon,YC Barde,Chinmay Sharma
1082644,54,2017-05-13,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,,9,0,AT Rayudu,173/5,164/8,20.0,20.0,,20,league,A Nand Kishore,S Ravi,VK Sharma,J Srinath
1082645,55,2017-05-14,Maharashtra Cricket Association Stadium,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,9,JD Unadkat,73/10,78/1,15.5,12.0,,20,league,AY Dandekar,A Deshmukh,KN Ananthapadmanabhan,M Nayyar
1082646,56,2017-05-14,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,10,0,HV Patel,161/6,151/10,20.0,20.0,,20,league,CK Nandan,C Shamshuddin,KN Ananthapadmanabhan,AJ Pycroft
1082647,57,2017-05-16,Wankhede Stadium,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Rising Pune Supergiant,,20,0,Washington Sundar,162/4,142/9,20.0,20.0,,20,Qualifier 1,S Ravi,C Shamshuddin,CK Nandan,J Srinath
1082648,58,2017-05-17,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,NM Coulter-Nile,128/7,48/3,20.0,5.2,D/L,6,Eliminator,AK Chaudhary,Nitin Menon,A Nand Kishore,M Nayyar
1082649,59,2017-05-19,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,6,KV Sharma,107/10,111/4,18.5,14.3,,20,Qualifier 2,NJ Llong,Nitin Menon,C Shamshuddin,Chinmay Sharma
1082650,60,2017-05-21,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians,,1,0,KH Pandya,129/8,128/6,20.0,20.0,,20,Final,NJ Llong,S Ravi,AK Chaudhary,J Srinath
