innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,9,3,Chennai Super Kings,AT Rayudu,S Gopal,VK Sharma,,upheld,False
2,1,6,Chennai Super Kings,RV Uthappa,DL Chahar,CB Gaffaney,,struck down,True
2,6,1,Chennai Super Kings,SPD Smith,JR Hazlewood,CB Gaffaney,,struck down,False
