innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,BB McCullum,6,2.2
1,Kolkata Knight Riders,2,JH Kallis,6,2.3
1,Kolkata Knight Riders,3,G Gambhir,44,9.3
1,Kolkata Knight Riders,4,Shakib Al Hasan,89,14.2
1,Kolkata Knight Riders,5,MK Tiwary,91,15.1
1,Kolkata Knight Riders,6,DB Das,96,16.4
1,Kolkata Knight Riders,7,R Bhatia,125,19.1
2,Mumbai Indians,1,HH Gibbs,26,6.6
2,Mumbai Indians,2,SR Tendulkar,60,11.6
2,Mumbai Indians,3,KD Karthik,66,13.5
2,Mumbai Indians,4,AT Rayudu,83,16.3
2,Mumbai Indians,5,KA Pollard,96,17.4
2,Mumbai Indians,6,DR Smith,96,17.5
2,Mumbai Indians,7,Harbhajan Singh,97,18.1
2,Mumbai Indians,8,RG Sharma,104,18.5
2,Mumbai Indians,9,SL Malinga,108,19.6
2,Mumbai Indians,10,RP Singh,108,20.1
