match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2024-03-24,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,27,2,6.75,5,0,0
8,2024-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,57,1,14.25,2,2,1
14,2024-04-01,Rajasthan Royals,"Wankhede Stadium, Mumbai",2.3,0,36,0,14.4,4,0,0
20,2024-04-07,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,34,4,8.5,10,0,0
25,2024-04-11,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",4.0,0,42,1,10.5,13,3,0
29,2024-04-14,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,35,1,8.75,11,1,0
33,2024-04-18,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,32,3,8.0,11,2,0
38,2024-04-22,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2.0,0,25,0,12.5,7,3,0
48,2024-04-30,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,29,1,9.67,5,3,0
51,2024-05-03,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2.0,0,24,0,12.0,3,0,0
