match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2018-04-08,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,28,13,4,1,215.38,c AJ Tye b Mujeeb Ur Rahman,5
6,2018-04-11,Rajasthan Royals,Sawai Mansingh Stadium,20,14,3,0,142.86,c K Gowtham b JD Unadkat,3
9,2018-04-14,Mumbai Indians,Wankhede Stadium,47,25,6,2,188.0,c KA Pollard b KH Pandya,3
13,2018-04-16,Kolkata Knight Riders,Eden Gardens,43,26,7,1,165.38,c PP Chawla b Kuldeep Yadav,4
19,2018-04-21,Royal Challengers Bangalore,M.Chinnaswamy Stadium,85,48,6,7,177.08,c AB de Villiers b CJ Anderson,4
22,2018-04-23,Kings XI Punjab,Arun Jaitley Stadium,4,7,0,0,57.14,b Mujeeb Ur Rahman,5
26,2018-04-27,Kolkata Knight Riders,Arun Jaitley Stadium,0,1,0,0,0.0,c KD Karthik b AD Russell,4
30,2018-04-30,Chennai Super Kings,Maharashtra Cricket Association Stadium,79,45,7,4,175.56,c RA Jadeja b L Ngidi,4
32,2018-05-02,Rajasthan Royals,Arun Jaitley Stadium,69,29,7,5,237.93,c BA Stokes b JD Unadkat,4
36,2018-05-05,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,18,19,1,0,94.74,lbw b Rashid Khan,4
42,2018-05-10,Sunrisers Hyderabad,Arun Jaitley Stadium,128,63,15,7,203.17,not out,4
45,2018-05-12,Royal Challengers Bangalore,Arun Jaitley Stadium,61,34,5,4,179.41,c AB de Villiers b MM Ali,4
52,2018-05-18,Chennai Super Kings,Arun Jaitley Stadium,38,26,3,2,146.15,c DJ Bravo b L Ngidi,3
55,2018-05-20,Mumbai Indians,Arun Jaitley Stadium,64,44,4,4,145.45,c KA Pollard b KH Pandya,4
