match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2017-04-06,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2.0,0,21,0,10.5,2,0,0
7,2017-04-09,Kolkata Knight Riders,Wankhede Stadium,4.0,0,24,3,6.0,8,0,0
10,2017-04-12,Sunrisers Hyderabad,Wankhede Stadium,1.0,0,12,0,12.0,0,1,1
12,2017-04-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,21,1,5.25,8,0,0
16,2017-04-16,Gujarat Lions,Wankhede Stadium,3.0,0,18,0,6.0,4,0,0
22,2017-04-20,Kings XI Punjab,Holkar Cricket Stadium,4.0,0,29,1,7.25,4,2,0
25,2017-04-22,Delhi Daredevils,Wankhede Stadium,1.0,0,8,0,8.0,1,0,0
35,2017-04-29,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,14,3,3.5,15,1,0
38,2017-05-01,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,34,2,8.5,7,1,0
54,2017-05-13,Kolkata Knight Riders,Eden Gardens,2.0,0,14,0,7.0,2,0,0
57,2017-05-16,Rising Pune Supergiant,Wankhede Stadium,4.0,0,22,0,5.5,9,0,0
59,2017-05-19,Kolkata Knight Riders,M Chinnaswamy Stadium,3.0,0,25,0,8.33,5,0,0
60,2017-05-21,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,0,7.75,8,0,0
