innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,SE Marsh,24,4.1
1,Kings XI Punjab,2,Mandeep Singh,43,6.3
1,Kings XI Punjab,3,N Saini,54,8.2
1,Kings XI Punjab,4,DA Miller,63,10.4
1,Kings XI Punjab,5,Azhar Mahmood,80,12.5
1,Kings XI Punjab,6,Gurkeerat Singh,88,13.5
1,Kings XI Punjab,7,PP Chawla,117,18.1
1,Kings XI Punjab,8,P Kumar,126,19.1
2,Delhi Daredevils,1,DA Warner,21,3.1
2,Delhi Daredevils,2,V Sehwag,28,4.1
2,Delhi Daredevils,3,Y Venugopal Rao,37,6.2
2,Delhi Daredevils,4,LRPL Taylor,37,6.4
2,Delhi Daredevils,5,NV Ojha,95,14.6
