innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kings XI Punjab,death,37,2,30,7.4,4,10
1,Kings XI Punjab,middle,52,4,54,5.78,7,25
1,Kings XI Punjab,powerplay,47,2,36,7.83,9,18
2,Delhi Daredevils,death,58,1,40,8.7,9,12
2,Delhi Daredevils,middle,45,0,40,6.75,6,17
2,Delhi Daredevils,powerplay,37,4,34,6.53,6,18
