match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Rajasthan Royals,B Kumar,4.0,0,30,1,7.5,10
4,Rajasthan Royals,B Stanlake,4.0,0,29,1,7.25,7
4,Rajasthan Royals,Rashid Khan,4.0,0,23,1,5.75,10
4,Rajasthan Royals,S Kaul,4.0,0,17,2,4.25,10
4,Rajasthan Royals,Shakib Al Hasan,4.0,0,23,2,5.75,8
7,Mumbai Indians,B Stanlake,4.0,0,42,2,10.5,13
7,Mumbai Indians,Rashid Khan,4.0,0,13,1,3.25,17
7,Mumbai Indians,S Kaul,4.0,0,29,2,7.25,9
7,Mumbai Indians,Sandeep Sharma,4.0,0,25,2,6.25,13
7,Mumbai Indians,Shakib Al Hasan,4.0,0,34,1,8.5,9
10,Kolkata Knight Riders,B Kumar,4.0,0,26,3,6.5,13
10,Kolkata Knight Riders,B Stanlake,4.0,0,21,2,5.25,15
10,Kolkata Knight Riders,Rashid Khan,4.0,0,31,0,7.75,5
10,Kolkata Knight Riders,S Kaul,4.0,0,37,1,9.25,9
10,Kolkata Knight Riders,Shakib Al Hasan,4.0,0,21,2,5.25,10
16,Kings XI Punjab,B Kumar,4.0,0,25,1,6.25,10
16,Kings XI Punjab,CJ Jordan,4.0,0,31,0,7.75,10
16,Kings XI Punjab,DJ Hooda,2.0,0,16,0,8.0,4
16,Kings XI Punjab,Rashid Khan,4.0,0,55,1,13.75,8
16,Kings XI Punjab,S Kaul,4.0,0,33,1,8.25,4
16,Kings XI Punjab,Shakib Al Hasan,2.0,0,28,0,14.0,2
20,Chennai Super Kings,B Kumar,3.0,0,22,1,7.33,9
20,Chennai Super Kings,B Stanlake,4.0,0,38,0,9.5,12
20,Chennai Super Kings,DJ Hooda,1.0,0,8,0,8.0,1
20,Chennai Super Kings,Rashid Khan,4.0,0,49,1,12.25,5
20,Chennai Super Kings,S Kaul,4.0,0,33,0,8.25,7
20,Chennai Super Kings,Shakib Al Hasan,4.0,0,32,0,8.0,5
