match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2024-03-24,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,41,2,10.25,8,4,0
11,2024-03-30,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,43,0,10.75,4,1,0
15,2024-04-02,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.4,0,25,2,6.82,13,1,0
21,2024-04-07,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,37,1,9.25,7,1,1
26,2024-04-12,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,24,1,8.0,5,0,0
48,2024-04-30,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.5,0,15,1,3.91,10,0,1
54,2024-05-05,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,49,3,12.25,7,1,0
57,2024-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,37,0,18.5,1,0,0
64,2024-05-14,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,51,2,12.75,6,1,0
67,2024-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,50,2,12.5,8,1,1
