innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,6,Royal Challengers Bengaluru,JM Sharma,JJ Bumrah,Vinod Seshan,wicket,upheld,False
2,4,4,Royal Challengers Bengaluru,RD Rickelton,JR Hazlewood,Vinod Seshan,wicket,upheld,False
2,7,4,Royal Challengers Bengaluru,SA Yadav,Suyash Sharma,P Joshi,wicket,struck down,False
