innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,PD Salt,4,1.2
1,Royal Challengers Bengaluru,2,D Padikkal,95,9.6
1,Royal Challengers Bengaluru,3,V Kohli,143,15.1
1,Royal Challengers Bengaluru,4,LS Livingstone,144,15.3
1,Royal Challengers Bengaluru,5,RM Patidar,213,19.6
2,Mumbai Indians,1,RG Sharma,21,2.4
2,Mumbai Indians,2,RD Rickelton,38,4.4
2,Mumbai Indians,3,WG Jacks,79,10.4
2,Mumbai Indians,4,SA Yadav,99,12.6
2,Mumbai Indians,5,Tilak Varma,188,18.4
2,Mumbai Indians,6,HH Pandya,194,19.1
2,Mumbai Indians,7,MJ Santner,203,20.1
2,Mumbai Indians,8,DL Chahar,203,20.2
2,Mumbai Indians,9,Naman Dhir,209,20.5
