innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,JC Buttler,70,47,0,6,148.94,not out,1
1,Rajasthan Royals,YBK Jaiswal,4,6,0,0,66.67,b DJ Willey,2
1,Rajasthan Royals,D Padikkal,37,29,2,2,127.59,c V Kohli b HV Patel,3
1,Rajasthan Royals,SV Samson,8,8,0,1,100.0,c & b PWH de Silva,4
1,Rajasthan Royals,SO Hetmyer,42,31,4,2,135.48,not out,5
2,Royal Challengers Bangalore,F du Plessis,29,20,5,0,145.0,c TA Boult b YS Chahal,1
2,Royal Challengers Bangalore,Anuj Rawat,26,25,4,0,104.0,c SV Samson b Navdeep Saini,2
2,Royal Challengers Bangalore,V Kohli,5,6,0,0,83.33,"run out (SV Samson, YS Chahal)",3
2,Royal Challengers Bangalore,DJ Willey,0,2,0,0,0.0,b YS Chahal,4
2,Royal Challengers Bangalore,SE Rutherford,5,10,0,0,50.0,c Navdeep Saini b TA Boult,5
2,Royal Challengers Bangalore,Shahbaz Ahmed,45,26,4,3,173.08,b TA Boult,6
2,Royal Challengers Bangalore,KD Karthik,44,23,7,1,191.3,not out,7
2,Royal Challengers Bangalore,HV Patel,9,4,0,1,225.0,not out,8
