innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,JC Buttler,2,5,YBK Jaiswal,4,6,6,11
1,Rajasthan Royals,2,D Padikkal,37,29,JC Buttler,29,20,70,49
1,Rajasthan Royals,3,JC Buttler,2,2,SV Samson,8,8,10,10
1,Rajasthan Royals,4,SO Hetmyer,42,31,JC Buttler,37,20,83,50
2,Royal Challengers Bangalore,1,F du Plessis,29,20,Anuj Rawat,24,22,55,42
2,Royal Challengers Bangalore,2,Anuj Rawat,2,3,V Kohli,4,3,6,6
2,Royal Challengers Bangalore,3,V Kohli,1,3,DJ Willey,0,1,1,4
2,Royal Challengers Bangalore,4,DJ Willey,0,1,SE Rutherford,0,0,0,1
2,Royal Challengers Bangalore,5,Shahbaz Ahmed,14,12,SE Rutherford,5,10,25,22
2,Royal Challengers Bangalore,6,KD Karthik,35,19,Shahbaz Ahmed,31,14,67,32
2,Royal Challengers Bangalore,7,HV Patel,9,4,KD Karthik,9,4,19,8
