innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,12,3,Royal Challengers Bangalore,SV Samson,PWH de Silva,AK Chaudhary,,struck down,False
1,15,4,Rajasthan Royals,JC Buttler,HV Patel,HAS Khalid,,upheld,False
2,5,6,Rajasthan Royals,F du Plessis,M Prasidh Krishna,HAS Khalid,,struck down,True
