match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2024-03-23,Sunrisers Hyderabad,"Eden Gardens, Kolkata",4.0,0,33,3,8.25,12,0,0
10,2024-03-29,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,39,2,9.75,6,1,0
28,2024-04-14,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,35,0,8.75,9,2,0
31,2024-04-16,Rajasthan Royals,"Eden Gardens, Kolkata",4.0,0,45,2,11.25,6,1,0
36,2024-04-21,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",4.0,0,33,2,8.25,9,1,0
42,2024-04-26,Punjab Kings,"Eden Gardens, Kolkata",4.0,0,61,0,15.25,4,1,0
47,2024-04-29,Delhi Capitals,"Eden Gardens, Kolkata",4.0,0,28,2,7.0,10,1,0
54,2024-05-05,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.1,1,24,3,7.58,8,1,0
60,2024-05-11,Mumbai Indians,"Eden Gardens, Kolkata",3.0,0,34,2,11.33,7,1,0
70,2024-05-21,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",4.0,0,27,1,6.75,9,1,0
73,2024-05-26,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,1,24,2,6.0,13,1,0
