innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,3,Royal Challengers Bangalore,Shahbaz Ahmed,CV Varun,VK Sharma,,upheld,False
1,20,3,Royal Challengers Bangalore,HV Patel,Shivam Mavi,VK Sharma,,upheld,False
2,7,6,Royal Challengers Bangalore,RA Tripathi,YS Chahal,VK Sharma,,upheld,False
