innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,30,3,30,6.0,2,12
1,Royal Challengers Bangalore,middle,55,3,54,6.11,4,15
1,Royal Challengers Bangalore,powerplay,53,1,36,8.83,6,9
2,Kolkata Knight Riders,death,34,3,42,4.86,2,15
2,Kolkata Knight Riders,middle,61,2,41,8.93,6,9
2,Kolkata Knight Riders,powerplay,44,1,35,7.54,5,11
