match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2020-09-21,Royal Challengers Bangalore,Dubai International Cricket Stadium,12,13,1,0,92.31,b S Dube,4
14,2020-10-02,Chennai Super Kings,Dubai International Cricket Stadium,51,26,6,1,196.15,not out,5
17,2020-10-04,Mumbai Indians,Sharjah Cricket Stadium,8,7,0,0,114.29,c RD Chahar b KH Pandya,5
22,2020-10-08,Kings XI Punjab,Dubai International Cricket Stadium,0,1,0,0,0.0,c N Pooran b Arshdeep Singh,6
26,2020-10-11,Rajasthan Royals,Dubai International Cricket Stadium,15,8,1,1,187.5,run out (),5
29,2020-10-13,Chennai Super Kings,Dubai International Cricket Stadium,16,18,1,0,88.89,c RA Jadeja b KV Sharma,5
35,2020-10-18,Kolkata Knight Riders,Sheikh Zayed Stadium,4,7,0,0,57.14,b LH Ferguson,3
43,2020-10-24,Kings XI Punjab,Dubai International Cricket Stadium,3,5,0,0,60.0,c CJ Jordan b Arshdeep Singh,7
58,2020-11-06,Royal Challengers Bangalore,Sheikh Zayed Stadium,7,14,0,0,50.0,c A Zampa b YS Chahal,5
59,2020-11-08,Delhi Capitals,Sheikh Zayed Stadium,17,12,0,2,141.67,b MP Stoinis,1
