match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
8,2025-03-28,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,2,9.0,9,3,0
11,2025-03-30,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,28,2,7.0,10,4,0
17,2025-04-05,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,31,1,7.75,4,2,0
22,2025-04-08,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,52,0,13.0,4,1,0
30,2025-04-14,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,45,2,11.25,9,6,1
38,2025-04-20,Mumbai Indians,"Wankhede Stadium, Mumbai",1.4,0,34,0,20.4,2,3,0
43,2025-04-25,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,27,0,9.0,9,5,0
49,2025-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,45,2,11.25,5,2,0
52,2025-05-03,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,36,3,9.0,10,3,0
57,2025-05-07,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,39,0,9.75,2,0,0
62,2025-05-20,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",2.1,0,22,0,10.15,3,1,0
67,2025-05-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,29,1,9.67,9,2,0
