innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,CH Gayle,6,8,SR Watson,18,12,26,20
1,Royal Challengers Bangalore,2,Mandeep Singh,12,10,SR Watson,2,5,15,15
1,Royal Challengers Bangalore,3,KM Jadhav,10,10,SR Watson,4,7,14,17
1,Royal Challengers Bangalore,4,STR Binny,16,18,KM Jadhav,47,20,66,38
1,Royal Challengers Bangalore,5,Vishnu Vinod,9,5,KM Jadhav,12,5,21,10
1,Royal Challengers Bangalore,6,KM Jadhav,0,2,P Negi,0,0,0,2
1,Royal Challengers Bangalore,7,Iqbal Abdulla,5,7,P Negi,10,8,15,15
1,Royal Challengers Bangalore,8,TS Mills,0,3,Iqbal Abdulla,0,0,0,3
1,Royal Challengers Bangalore,9,TS Mills,0,3,Iqbal Abdulla,0,0,0,3
2,Delhi Daredevils,1,AP Tare,18,17,SW Billings,14,11,33,28
2,Delhi Daredevils,2,KK Nair,4,3,SW Billings,1,2,5,5
2,Delhi Daredevils,3,SV Samson,7,6,SW Billings,10,6,17,12
2,Delhi Daredevils,4,SV Samson,6,6,RR Pant,20,14,29,20
2,Delhi Daredevils,5,CH Morris,4,5,RR Pant,18,8,23,13
2,Delhi Daredevils,6,RR Pant,5,6,CR Brathwaite,1,5,6,11
2,Delhi Daredevils,7,PJ Cummins,6,6,RR Pant,6,3,12,9
2,Delhi Daredevils,8,A Mishra,6,12,RR Pant,8,5,14,17
2,Delhi Daredevils,9,S Nadeem,0,2,A Mishra,0,0,0,2
2,Delhi Daredevils,10,A Mishra,2,2,Z Khan,1,1,3,3
