player,cricsheet_id
A Chopra,e249fdaa
A Kumble,0c2730df
A Mishra,6b19d823
A Mukund,6165bca6
A Nehra,96fd40ae
A Nel,2503e881
A Symonds,bd77eb62
AA Noffke,b69e69ed
AB Agarkar,fa463154
AB Dinda,66b30f71
AB de Villiers,c4487b84
AC Gilchrist,2b6e6dec
AD Mascarenhas,3edb58fc
AK Chaudhary,fdcc6236
AK Mitra,4e11e004
AM Nayar,a45a5e8d
AM Rahane,29e95537
AM Saheba,883e3818
AS Yadav,b9be6507
AV Jayaprakash,bde6e9ef
Abdur Razzak,888e32bf
Aleem Dar,f02778d1
Asad Rauf,861606b7
B Akhil,af7dadf7
B Chipli,5451a2c1
B Geeves,50758325
B Lee,dd09ff8e
BAW Mendis,ea0cdc12
BB McCullum,b8a55852
BF Bowden,efc0a862
BG Jerling,26457e41
BJ Hodge,b57f8a9a
BR Doctrove,cbebf805
C Shamshuddin,0f9d921b
CH Lloyd,5b445db0
CK Kapugedera,cfad138c
CK Nandan,012de9c4
CL White,d0513f63
CRD Fernando,342d8ade
D Kalyankrishna,94bc776b
D Salunkhe,0264c10e
DB Das,7050a1e7
DB Ravi Teja,b720a5d6
DJ Bravo,87e562a9
DJ Harper,0ec08b27
DJ Hussey,fd835ab3
DJ Thornely,7d3937ed
DL Vettori,d7c6af50
DNT Zoysa,e0351c86
DP Vijaykumar,acd4f5dc
DPMD Jayawardene,d18f9182
DR Smith,35205dfc
DS Kulkarni,d2a989fc
DS Lehmann,53fe6ee4
DT Patil,f48cf4da
DW Steyn,8fd1a8f5
F Gomes,3134d083
FM Engineer,6529ee42
G Gambhir,bb345e0b
GA Pratapkumar,cf7c5778
GC Smith,72861603
GD McGrath,ee7d0c82
GR Viswanath,9333bc07
Gagandeep Singh,890de8cb
H Das,0ed0cdbf
HH Gibbs,e1d1b294
HS Sekhon,58b66172
Harbhajan Singh,8b5b6769
I Sharma,5bb1a1c4
I Shivram,85143097
IK Pathan,5fa06777
IL Howell,c1cd91c3
Iqbal Abdulla,85aae393
J Arunkumar,f663ef00
J Srinath,bad31fac
JA Morkel,c3d35165
JDP Oram,3eac9d95
JH Kallis,86dc8f2e
JR Hopes,2498e163
Jasbir Singh,6043dfe7
Joginder Sharma,9f961c14
K Goel,a1f1829d
K Hariharan,2386ccff
K Srinivasan,042a8b69
KC Sangakkara,6b71e6cf
KD Karthik,c03f1114
Kamran Akmal,ff077124
L Balaji,b2b50355
L Ronchi,0fa5042b
LA Pomersbach,b63ab531
LPC Silva,1be70c88
LR Shukla,b1451597
LRPL Taylor,b61a3e1a
M Kaif,d84378a4
M Kartik,abfeb126
M Manhas,c42aaf71
M Muralitharan,4ba44e19
M Ntini,20a941bb
M Rawat,de8d3876
MA Khote,0d232ffd
MEK Hussey,48fd7349
MF Maharoof,ab89348d
MK Pandey,93b4fc78
MK Tiwary,26e5cabf
ML Hayden,d8699ab7
MM Patel,f0f628c7
MR Benson,790e14d3
MR Singh,5d58ac60
MS Dhoni,4a8a2e3b
MS Gony,ae78bc32
MS Mahal,50a7e89b
MSS Ranawat,8048c698
MV Boucher,f3cb53a1
Misbah-ul-Haq,7eae4418
Mohammad Asif,e03b66ec
Mohammad Hafeez,9ab63e7b
NK Patel,a2870fb7
P Amarnath,6ad3a659
P Dharmani,eaa90ab4
P Kumar,e938e1bc
PA Patel,b5da6c24
PJ Sangwan,9fc0ef64
PM Sarvesh Kumar,4b4d1957
PP Chawla,98ae73b1
PP Ojha,6c6591ab
PR Shah,0aadc906
Pankaj Singh,e32d22f6
R Bhatia,33a364a6
R Dravid,0184dc35
R Vinay Kumar,41eb4a4f
RA Jadeja,fe93fd9d
RB Tiffin,89087a0d
RE Koertzen,0265fab2
RG Sharma,740742ef
RM Deshpande,7d2a4250
RP Singh,c3d1402f
RR Powar,5d096f3d
RR Raje,5f4e9e8f
RR Sarwan,36d33dd0
RT Ponting,7d415ea5
RV Pawar,c9d33ef5
RV Uthappa,1c17e270
S Anirudha,95a2ea61
S Badrinath,3576e47e
S Banerjee,abde8fb9
S Chanderpaul,881a9bdd
S Dhawan,0a476045
S Ravi,9b9ee0df
S Sohal,3fca55af
S Sreesanth,6b8eb6e5
S Venkataraghavan,12453319
S Vidyut,756389bd
SA Asnodkar,ae091d39
SB Bangar,0604ef16
SB Joshi,670709ec
SB Styris,57efa3be
SC Ganguly,725529bc
SD Chitnis,facb9086
SE Marsh,508a1ea7
SJ Davis,bc71b0b2
SK Porel,350a07a7
SK Raina,1dc12ab9
SK Tarapore,62a824b4
SK Trivedi,3d7e087f
SK Warne,bb18be76
SL Shastri,53ef012d
SM Katich,fdedb37c
SM Pollock,88fccd6c
SN Bandekar,350528bb
SP Fleming,eea6b7f1
SP Goswami,541f85c9
SR Tendulkar,d2c2b2d5
SR Watson,4329fbb5
SS Tiwary,709b0bac
ST Jayasuriya,f233bbb4
Salman Butt,4d6d6280
Shahid Afridi,0dc00542
Shoaib Akhtar,10a91f35
Shoaib Malik,64c34cd0
Sohail Tanvir,64d43928
T Kohli,40caa465
T Taibu,75de770f
TM Dilshan,5bdcdb72
TM Srivastava,a76d10ba
Talat Ali,1df4131e
U Kaul,622cc511
UL Dubey,b2ef796b
Umar Gul,16dfcc19
V Kohli,ba607b88
V Sehwag,8ba8195d
VD Nerurkar,8647d51d
VN Kulkarni,0b126008
VRV Singh,034b4b7d
VS Yeligati,38f2c66c
VVS Laxman,de8cce37
VY Mahesh,93a17209
W Jaffer,619aa81f
WA Mota,3dba85c2
WP Saha,fe11caa6
WPUJC Vaas,bcce309e
Y Venugopal Rao,fe763256
YK Pathan,3c6ffae8
YV Takawale,4e04666c
Younis Khan,33cb3411
Yuvraj Singh,1c914163
Z Khan,91a4a398
