match_number,date,opponent,catches,stumpings,run_outs
30,2024-04-15,Sunrisers Hyderabad,1,0,0
58,2024-05-09,Punjab Kings,1,0,0
62,2024-05-12,Delhi Capitals,1,0,0
68,2024-05-18,Chennai Super Kings,1,0,0
