innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CR Woakes,4.0,0,47,2,11.75,6,2,0
1,Royal Challengers Bangalore,K Khejroliya,3.0,0,40,0,13.33,4,1,0
1,Royal Challengers Bangalore,P Negi,1.0,0,13,0,13.0,2,0,0
1,Royal Challengers Bangalore,UT Yadav,4.0,0,59,0,14.75,5,2,2
1,Royal Challengers Bangalore,Washington Sundar,4.0,0,30,0,7.5,7,0,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,22,2,5.5,10,1,0
2,Rajasthan Royals,B Laughlin,4.0,0,46,1,11.5,5,1,0
2,Rajasthan Royals,BA Stokes,3.0,0,32,1,10.67,6,2,0
2,Rajasthan Royals,DJM Short,1.0,0,10,1,10.0,1,0,0
2,Rajasthan Royals,DS Kulkarni,1.0,0,14,0,14.0,1,0,0
2,Rajasthan Royals,JD Unadkat,3.0,0,35,0,11.67,2,0,0
2,Rajasthan Royals,K Gowtham,4.0,0,36,1,9.0,8,0,0
2,Rajasthan Royals,S Gopal,4.0,0,22,2,5.5,9,0,0
