match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2013-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3,5,0,0,60.0,c DJ Bravo b R Ashwin,7
28,2013-04-21,Delhi Daredevils,Feroz Shah Kotla,8,12,1,0,66.67,c UT Yadav b RE van der Merwe,1
33,2013-04-24,Kolkata Knight Riders,Eden Gardens,62,45,3,5,137.78,c BB McCullum b SP Narine,1
37,2013-04-27,Royal Challengers Bangalore,Wankhede Stadium,50,36,4,3,138.89,b J Syed Mohammad,1
41,2013-04-29,Kings XI Punjab,Wankhede Stadium,33,32,3,1,103.12,c DA Miller b PP Chawla,1
43,2013-05-01,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",38,40,3,2,95.0,lbw b A Mishra,1
49,2013-05-05,Chennai Super Kings,Wankhede Stadium,22,24,2,1,91.67,c & b DJ Bravo,1
53,2013-05-07,Kolkata Knight Riders,Wankhede Stadium,47,53,7,0,88.68,c R McLaren b Iqbal Abdulla,1
58,2013-05-11,Pune Warriors,Subrata Roy Sahara Stadium,0,1,0,0,0.0,b AB Dinda,1
62,2013-05-13,Sunrisers Hyderabad,Wankhede Stadium,21,17,4,0,123.53,b I Sharma,1
73,2013-05-21,Chennai Super Kings,Feroz Shah Kotla,68,28,6,5,242.86,c SK Raina b RA Jadeja,1
75,2013-05-24,Rajasthan Royals,Eden Gardens,62,44,6,2,140.91,c SV Samson b STR Binny,1
76,2013-05-26,Chennai Super Kings,Eden Gardens,4,4,1,0,100.0,lbw b MM Sharma,1
