match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2026-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,20,2,6.67,10,4,0
10,2026-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,34,2,8.5,9,0,0
15,2026-04-09,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,47,1,11.75,5,3,0
19,2026-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,31,1,7.75,9,1,0
23,2026-04-15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,0,32,3,10.67,8,1,0
29,2026-04-19,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",4.0,0,25,2,6.25,10,0,0
32,2026-04-22,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,29,2,7.25,12,0,0
38,2026-04-26,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,24,0,6.0,10,3,0
47,2026-05-04,Mumbai Indians,"Wankhede Stadium, Mumbai",3.0,0,24,0,8.0,6,1,0
50,2026-05-07,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,33,3,8.25,7,0,0
53,2026-05-10,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,0,9.0,10,1,0
59,2026-05-15,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,49,0,12.25,6,2,0
64,2026-05-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,43,0,10.75,8,1,0
68,2026-05-23,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,32,0,10.67,4,1,0
