innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,D Padikkal,13,3.5
1,Royal Challengers Bangalore,2,V Kohli,28,5.4
1,Royal Challengers Bangalore,3,AB de Villiers,71,11.6
1,Royal Challengers Bangalore,4,JR Philippe,76,12.4
1,Royal Challengers Bangalore,5,Washington Sundar,106,18.1
1,Royal Challengers Bangalore,6,CH Morris,113,19.2
1,Royal Challengers Bangalore,7,I Udana,114,19.4
2,Sunrisers Hyderabad,1,DA Warner,10,2.2
2,Sunrisers Hyderabad,2,MK Pandey,60,7.4
2,Sunrisers Hyderabad,3,WP Saha,82,11.6
2,Sunrisers Hyderabad,4,KS Williamson,87,13.1
2,Sunrisers Hyderabad,5,Abhishek Sharma,114,14.5
