match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2012-04-06,Kings XI Punjab,Sawai Mansingh Stadium,4.0,0,36,0,9.0,5,0,0
7,2012-04-08,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,34,1,8.5,9,2,0
12,2012-04-11,Mumbai Indians,Wankhede Stadium,1.0,0,22,0,22.0,0,0,0
15,2012-04-13,Kolkata Knight Riders,Eden Gardens,4.0,0,22,1,5.5,15,1,0
18,2012-04-15,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,30,1,7.5,12,0,0
20,2012-04-17,Deccan Chargers,Sawai Mansingh Stadium,4.0,0,29,0,7.25,6,0,0
48,2012-05-05,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,21,2,5.25,9,1,0
52,2012-05-08,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,25,1,6.25,9,0,0
56,2012-05-10,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,23,0,5.75,8,0,0
60,2012-05-13,Pune Warriors,Sawai Mansingh Stadium,4.0,0,25,2,6.25,6,0,0
68,2012-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,30,1,7.5,8,1,0
