innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,DA Warner,0,1,0,0,0.0,c RD Chahar b LS Livingstone,1
1,Delhi Capitals,SN Khan,32,16,5,1,200.0,c RD Chahar b Arshdeep Singh,2
1,Delhi Capitals,MR Marsh,63,48,4,3,131.25,c R Dhawan b K Rabada,3
1,Delhi Capitals,Lalit Yadav,24,21,1,1,114.29,c PBB Rajapaksa b Arshdeep Singh,4
1,Delhi Capitals,RR Pant,7,3,0,1,233.33,st JM Sharma b LS Livingstone,5
1,Delhi Capitals,R Powell,2,6,0,0,33.33,c S Dhawan b LS Livingstone,6
1,Delhi Capitals,AR Patel,17,20,2,0,85.0,not out,7
1,Delhi Capitals,SN Thakur,3,4,0,0,75.0,c Harpreet Brar b Arshdeep Singh,8
1,Delhi Capitals,Kuldeep Yadav,2,2,0,0,100.0,not out,9
2,Punjab Kings,JM Bairstow,28,15,4,1,186.67,c AR Patel b A Nortje,1
2,Punjab Kings,S Dhawan,19,16,3,0,118.75,c RR Pant b SN Thakur,2
2,Punjab Kings,PBB Rajapaksa,4,5,1,0,80.0,c A Nortje b SN Thakur,3
2,Punjab Kings,LS Livingstone,3,5,0,0,60.0,st RR Pant b Kuldeep Yadav,4
2,Punjab Kings,MA Agarwal,0,2,0,0,0.0,b AR Patel,5
2,Punjab Kings,JM Sharma,44,34,3,2,129.41,c DA Warner b SN Thakur,6
2,Punjab Kings,Harpreet Brar,1,2,0,0,50.0,b Kuldeep Yadav,7
2,Punjab Kings,R Dhawan,4,13,0,0,30.77,b AR Patel,8
2,Punjab Kings,RD Chahar,25,24,2,1,104.17,not out,9
2,Punjab Kings,K Rabada,6,2,0,1,300.0,c R Powell b SN Thakur,10
2,Punjab Kings,Arshdeep Singh,2,3,0,0,66.67,not out,11
