innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,19,4,Punjab Kings,AR Patel,K Rabada,GR Sadashiv Iyer,,struck down,False
2,5,1,Delhi Capitals,S Dhawan,Lalit Yadav,GR Sadashiv Iyer,,struck down,True
