innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,DA Warner,0,1.1
1,Delhi Capitals,2,SN Khan,51,5.5
1,Delhi Capitals,3,Lalit Yadav,98,11.6
1,Delhi Capitals,4,RR Pant,107,12.6
1,Delhi Capitals,5,R Powell,112,14.3
1,Delhi Capitals,6,MR Marsh,149,19.2
1,Delhi Capitals,7,SN Thakur,154,20.3
2,Punjab Kings,1,JM Bairstow,38,4.5
2,Punjab Kings,2,PBB Rajapaksa,53,6.4
2,Punjab Kings,3,S Dhawan,54,6.6
2,Punjab Kings,4,MA Agarwal,55,7.3
2,Punjab Kings,5,LS Livingstone,61,8.6
2,Punjab Kings,6,Harpreet Brar,67,10.3
2,Punjab Kings,7,R Dhawan,82,13.4
2,Punjab Kings,8,JM Sharma,123,18.4
2,Punjab Kings,9,K Rabada,131,18.6
