match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
10,2020-09-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,99,58,2,9,170.69,c D Padikkal b I Udana,4
13,2020-10-01,Kings XI Punjab,Sheikh Zayed Stadium,28,32,1,1,87.5,c KK Nair b K Gowtham,4
17,2020-10-04,Sunrisers Hyderabad,Sharjah Cricket Stadium,31,23,1,2,134.78,c MK Pandey b Sandeep Sharma,4
20,2020-10-06,Rajasthan Royals,Sheikh Zayed Stadium,0,1,0,0,0.0,c SV Samson b S Gopal,4
27,2020-10-11,Delhi Capitals,Sheikh Zayed Stadium,28,15,2,2,186.67,c AR Patel b K Rabada,4
36,2020-10-18,Kings XI Punjab,Dubai International Cricket Stadium,7,7,1,0,100.0,c M Ashwin b Arshdeep Singh,4
41,2020-10-23,Chennai Super Kings,Sharjah Cricket Stadium,68,37,6,5,183.78,not out,2
45,2020-10-25,Rajasthan Royals,Sheikh Zayed Stadium,37,36,4,1,102.78,c JC Archer b Kartik Tyagi,1
48,2020-10-28,Royal Challengers Bangalore,Sheikh Zayed Stadium,25,19,3,1,131.58,c CH Morris b YS Chahal,2
51,2020-10-31,Delhi Capitals,Dubai International Cricket Stadium,72,47,8,3,153.19,not out,1
56,2020-11-03,Sunrisers Hyderabad,Sharjah Cricket Stadium,33,30,1,2,110.0,b Sandeep Sharma,4
57,2020-11-05,Delhi Capitals,Dubai International Cricket Stadium,55,30,4,3,183.33,not out,4
60,2020-11-10,Delhi Capitals,Dubai International Cricket Stadium,33,19,3,1,173.68,not out,4
