innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,17,5,Delhi Daredevils,RR Pant,Rashid Khan,CK Nandan,,struck down,True
2,19,2,Sunrisers Hyderabad,YK Pathan,TA Boult,CK Nandan,,upheld,False
