innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,B Kumar,4.0,0,33,0,8.25,7,0,0
1,Sunrisers Hyderabad,Rashid Khan,4.0,0,23,2,5.75,9,0,0
1,Sunrisers Hyderabad,S Kaul,4.0,0,37,1,9.25,5,1,0
1,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,35,0,8.75,6,1,0
1,Sunrisers Hyderabad,Shakib Al Hasan,4.0,0,34,0,8.5,6,0,0
2,Delhi Daredevils,A Mishra,4.0,0,19,2,4.75,9,1,0
2,Delhi Daredevils,Avesh Khan,3.0,0,47,0,15.67,5,0,1
2,Delhi Daredevils,DT Christian,3.5,0,37,0,9.65,3,0,0
2,Delhi Daredevils,GJ Maxwell,1.0,0,4,0,4.0,2,0,0
2,Delhi Daredevils,LE Plunkett,4.0,0,27,1,6.75,6,1,0
2,Delhi Daredevils,TA Boult,4.0,0,30,0,7.5,8,2,0
