innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,PP Shaw,7,7,GJ Maxwell,2,3,9,10
1,Delhi Daredevils,2,PP Shaw,58,29,SS Iyer,27,22,86,51
1,Delhi Daredevils,3,RR Pant,13,16,SS Iyer,17,14,30,30
1,Delhi Daredevils,4,NV Ojha,1,4,RR Pant,5,2,8,6
1,Delhi Daredevils,5,V Shankar,1,3,RR Pant,0,1,1,4
1,Delhi Daredevils,6,DT Christian,7,9,V Shankar,22,10,29,19
2,Sunrisers Hyderabad,1,AD Hales,45,31,S Dhawan,28,24,76,54
2,Sunrisers Hyderabad,2,S Dhawan,5,6,KS Williamson,4,6,10,12
2,Sunrisers Hyderabad,3,KS Williamson,24,20,MK Pandey,21,17,46,37
2,Sunrisers Hyderabad,4,KS Williamson,4,4,YK Pathan,27,12,32,16
