innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,DR Smith,9,4,BB McCullum,1,3,10,7
1,Gujarat Lions,2,SK Raina,0,1,DR Smith,0,0,0,1
1,Gujarat Lions,3,SK Raina,77,42,KD Karthik,54,30,133,72
1,Gujarat Lions,4,KD Karthik,11,4,AJ Finch,4,1,15,5
1,Gujarat Lions,5,Ishan Kishan,4,6,AJ Finch,14,12,20,18
1,Gujarat Lions,6,AJ Finch,9,6,RA Jadeja,2,2,11,8
1,Gujarat Lions,7,RA Jadeja,1,1,JP Faulkner,1,3,3,4
1,Gujarat Lions,8,RA Jadeja,15,4,PJ Sangwan,1,1,16,5
2,Delhi Daredevils,1,SV Samson,9,6,KK Nair,12,11,24,17
2,Delhi Daredevils,2,RR Pant,87,38,SV Samson,52,25,143,63
2,Delhi Daredevils,3,RR Pant,10,5,SS Iyer,1,2,12,7
2,Delhi Daredevils,4,CJ Anderson,18,12,SS Iyer,13,6,35,18
