match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2014-04-17,Delhi Daredevils,Sharjah Cricket Stadium,37,28,5,1,132.14,b R Sharma,1
5,2014-04-19,Mumbai Indians,Dubai International Cricket Stadium,57,45,7,0,126.67,not out,2
11,2014-04-24,Kolkata Knight Riders,Sharjah Cricket Stadium,21,19,3,0,110.53,c CA Lynn b R Vinay Kumar,1
14,2014-04-26,Rajasthan Royals,Sheikh Zayed Stadium,1,1,0,0,100.0,"run out (AM Rahane, SV Samson)",1
18,2014-04-28,Kings XI Punjab,Dubai International Cricket Stadium,2,7,0,0,28.57,c WP Saha b Sandeep Sharma,2
24,2014-05-04,Sunrisers Hyderabad,M Chinnaswamy Stadium,3,5,0,0,60.0,b B Kumar,2
27,2014-05-06,Mumbai Indians,Wankhede Stadium,26,19,5,0,136.84,b Harbhajan Singh,2
31,2014-05-09,Kings XI Punjab,M Chinnaswamy Stadium,13,14,3,0,92.86,c Mandeep Singh b Sandeep Sharma,2
35,2014-05-11,Rajasthan Royals,M Chinnaswamy Stadium,2,1,0,0,200.0,not out,7
38,2014-05-13,Delhi Daredevils,M Chinnaswamy Stadium,29,28,4,0,103.57,c KD Karthik b Mohammed Shami,2
42,2014-05-18,Chennai Super Kings,JSCA International Stadium Complex,10,14,2,0,71.43,c SK Raina b R Ashwin,2
46,2014-05-20,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4,4,1,0,100.0,lbw b B Kumar,2
