innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kochi Tuskers Kerala,1,BB McCullum,0,1,VVS Laxman,0,0,0,1
1,Kochi Tuskers Kerala,2,PA Patel,11,10,VVS Laxman,0,3,11,13
1,Kochi Tuskers Kerala,3,DPMD Jayawardene,2,3,PA Patel,0,0,2,3
1,Kochi Tuskers Kerala,4,BJ Hodge,1,3,PA Patel,10,9,11,12
1,Kochi Tuskers Kerala,5,RA Jadeja,46,31,BJ Hodge,38,33,88,63
1,Kochi Tuskers Kerala,6,RA Jadeja,1,2,RV Gomez,0,3,1,5
1,Kochi Tuskers Kerala,7,RV Gomez,3,4,R Vinay Kumar,1,1,4,5
1,Kochi Tuskers Kerala,8,RV Gomez,23,11,S Sreesanth,1,6,30,17
1,Kochi Tuskers Kerala,9,RP Singh,0,1,RV Gomez,0,0,1,1
2,Pune Warriors,1,JD Ryder,17,10,GC Smith,10,12,31,22
2,Pune Warriors,2,M Manhas,8,12,GC Smith,14,12,23,24
2,Pune Warriors,3,M Manhas,4,7,Yuvraj Singh,2,6,7,13
2,Pune Warriors,4,Yuvraj Singh,6,6,RV Uthappa,6,3,12,9
2,Pune Warriors,5,MD Mishra,15,10,RV Uthappa,25,10,42,20
2,Pune Warriors,6,WD Parnell,1,5,MD Mishra,1,1,3,6
2,Pune Warriors,7,MD Mishra,21,10,R Sharma,10,9,33,19
