innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AC Thomas,3.0,0,31,1,10.33,6,0,0
1,Pune Warriors,JD Ryder,2.0,0,8,1,4.0,5,0,0
1,Pune Warriors,M Kartik,4.0,0,30,0,7.5,10,1,1
1,Pune Warriors,R Sharma,4.0,0,18,1,4.5,13,0,0
1,Pune Warriors,SB Wagh,2.0,0,10,0,5.0,8,0,0
1,Pune Warriors,WD Parnell,4.0,0,35,3,8.75,10,1,0
1,Pune Warriors,Yuvraj Singh,1.0,0,12,0,12.0,1,0,0
2,Kochi Tuskers Kerala,BJ Hodge,2.0,0,14,2,7.0,6,1,0
2,Kochi Tuskers Kerala,M Muralitharan,3.5,0,42,1,10.96,7,1,0
2,Kochi Tuskers Kerala,R Vinay Kumar,3.0,0,15,1,5.0,9,3,0
2,Kochi Tuskers Kerala,RA Jadeja,4.0,0,28,1,7.0,8,1,0
2,Kochi Tuskers Kerala,RP Singh,3.0,0,30,0,10.0,7,0,0
2,Kochi Tuskers Kerala,S Sreesanth,3.0,0,21,0,7.0,8,4,0
