match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2011-04-09,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",0,3,0,0,0.0,c AG Paunikar b SK Trivedi,3
6,2011-04-11,Kolkata Knight Riders,Eden Gardens,16,15,2,0,106.67,c JH Kallis b R Bhatia,4
11,2011-04-14,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",36,25,3,1,144.0,c AB de Villiers b JJ van der Wath,3
15,2011-04-16,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",35,28,5,0,125.0,c R McLaren b PP Chawla,3
19,2011-04-19,Delhi Daredevils,Feroz Shah Kotla,49,35,8,1,140.0,c AJ Finch b AB Dinda,3
27,2011-04-24,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",34,28,3,0,121.43,b SL Malinga,3
32,2011-04-27,Kochi Tuskers Kerala,Nehru Stadium,65,47,10,0,138.3,c PA Patel b R Vinay Kumar,4
39,2011-05-01,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",15,12,1,1,125.0,b DE Bollinger,4
42,2011-05-03,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0,2,0,0,0.0,c JH Kallis b Iqbal Abdulla,3
46,2011-05-05,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",44,36,8,0,122.22,c V Sehwag b JR Hopes,3
53,2011-05-10,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",12,13,1,0,92.31,lbw b R Sharma,3
59,2011-05-14,Mumbai Indians,Wankhede Stadium,27,28,1,1,96.43,c KA Pollard b DS Kulkarni,3
62,2011-05-16,Pune Warriors,Dr DY Patil Sports Academy,25,21,2,1,119.05,c RV Uthappa b R Sharma,3
