innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,KL Rahul,4,6,MA Agarwal,11,13,15,19
1,Punjab Kings,2,CH Gayle,13,11,MA Agarwal,11,12,24,23
1,Punjab Kings,3,CH Gayle,0,1,N Pooran,0,0,0,1
1,Punjab Kings,4,DJ Hooda,6,4,CH Gayle,2,5,8,9
1,Punjab Kings,5,MC Henriques,9,10,DJ Hooda,7,7,16,17
1,Punjab Kings,6,M Shahrukh Khan,9,6,MC Henriques,5,7,19,13
1,Punjab Kings,7,FA Allen,6,11,M Shahrukh Khan,11,8,19,18
1,Punjab Kings,8,M Ashwin,7,6,M Shahrukh Khan,2,3,9,9
1,Punjab Kings,9,Mohammed Shami,2,2,M Ashwin,2,4,4,6
1,Punjab Kings,10,Arshdeep Singh,1,2,Mohammed Shami,1,1,6,3
2,Sunrisers Hyderabad,1,DA Warner,37,37,JM Bairstow,32,24,73,61
2,Sunrisers Hyderabad,2,JM Bairstow,31,32,KS Williamson,16,19,48,51
