innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,51,5,42,7.29,3,14
1,Punjab Kings,middle,37,4,41,5.41,3,16
1,Punjab Kings,powerplay,32,1,35,5.49,3,15
2,Sunrisers Hyderabad,death,40,0,39,6.15,2,12
2,Sunrisers Hyderabad,middle,34,1,39,5.23,1,17
2,Sunrisers Hyderabad,powerplay,47,0,34,8.29,7,16
