match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2009-04-19,Kings XI Punjab,Newlands,2.0,0,19,0,9.5,3,0,0
9,2009-04-23,Chennai Super Kings,Kingsmead,4.0,0,28,3,7.0,8,2,1
14,2009-04-26,Royal Challengers Bangalore,St George's Park,4.0,0,32,1,8.0,9,1,0
18,2009-04-28,Rajasthan Royals,SuperSport Park,4.0,0,28,0,7.0,8,2,0
21,2009-04-30,Deccan Chargers,SuperSport Park,4.0,0,24,1,6.0,10,0,0
26,2009-05-02,Chennai Super Kings,New Wanderers Stadium,3.0,0,41,1,13.67,5,1,0
31,2009-05-05,Kolkata Knight Riders,Kingsmead,4.0,0,29,2,7.25,11,0,1
35,2009-05-08,Mumbai Indians,Buffalo Park,4.0,0,18,0,4.5,9,1,0
39,2009-05-10,Kolkata Knight Riders,New Wanderers Stadium,3.0,0,32,1,10.67,5,1,0
43,2009-05-13,Deccan Chargers,Kingsmead,4.0,1,18,3,4.5,14,3,0
46,2009-05-15,Kings XI Punjab,OUTsurance Oval,4.0,0,42,1,10.5,12,0,0
55,2009-05-21,Mumbai Indians,SuperSport Park,4.0,0,28,2,7.0,11,3,0
57,2009-05-22,Deccan Chargers,SuperSport Park,2.4,0,21,0,7.88,7,1,0
