innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,BA Stokes,3.0,0,30,1,10.0,7,0,0
1,Rajasthan Royals,DS Kulkarni,4.0,0,37,1,9.25,12,1,1
1,Rajasthan Royals,JC Archer,4.0,1,17,2,4.25,13,0,0
1,Rajasthan Royals,JD Unadkat,4.0,0,54,1,13.5,5,3,0
1,Rajasthan Royals,K Gowtham,2.0,0,13,0,6.5,3,1,0
1,Rajasthan Royals,S Gopal,3.0,0,23,0,7.67,5,0,0
2,Chennai Super Kings,DJ Bravo,4.0,0,32,2,8.0,8,2,0
2,Chennai Super Kings,DL Chahar,4.0,1,19,2,4.75,12,1,0
2,Chennai Super Kings,Imran Tahir,4.0,0,23,2,5.75,8,0,0
2,Chennai Super Kings,MJ Santner,2.0,0,26,0,13.0,3,0,1
2,Chennai Super Kings,RA Jadeja,2.0,0,23,0,11.5,1,0,0
2,Chennai Super Kings,SN Thakur,4.0,0,42,2,10.5,7,1,0
