innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,AT Rayudu,1,2.6
1,Chennai Super Kings,2,SR Watson,14,4.4
1,Chennai Super Kings,3,KM Jadhav,27,5.5
1,Chennai Super Kings,4,SK Raina,88,14.4
1,Chennai Super Kings,5,DJ Bravo,144,19.3
2,Rajasthan Royals,1,AM Rahane,0,1.2
2,Rajasthan Royals,2,SV Samson,14,3.6
2,Rajasthan Royals,3,JC Buttler,14,4.1
2,Rajasthan Royals,4,RA Tripathi,75,10.6
2,Rajasthan Royals,5,SPD Smith,94,14.2
2,Rajasthan Royals,6,K Gowtham,120,17.1
2,Rajasthan Royals,7,BA Stokes,164,20.1
2,Rajasthan Royals,8,S Gopal,166,20.5
