match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2025-03-24,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",72,36,6,6,200.0,c T Stubbs b Mukesh Kumar,2
7,2025-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",52,31,7,2,167.74,c Nithish Kumar Reddy b PJ Cummins,1
13,2025-04-01,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,1,0,0,0.0,c M Jansen b Arshdeep Singh,2
16,2025-04-04,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",60,31,9,2,193.55,c & b V Puthur,1
21,2025-04-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",81,48,6,5,168.75,c RK Singh b AD Russell,2
30,2025-04-14,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",30,25,2,2,120.0,b RA Jadeja,2
36,2025-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4,6,0,0,66.67,c SO Hetmyer b JC Archer,1
40,2025-04-22,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",45,36,3,1,125.0,b Mukesh Kumar,2
45,2025-04-27,Mumbai Indians,"Wankhede Stadium, Mumbai",34,24,3,2,141.67,c Tilak Varma b TA Boult,1
54,2025-05-04,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,5,0,0,0.0,c N Wadhera b Arshdeep Singh,2
61,2025-05-19,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",65,39,6,4,166.67,c E Malinga b Harsh Dubey,1
64,2025-05-22,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",117,64,10,8,182.81,c SE Rutherford b Arshad Khan,2
70,2025-05-27,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",67,37,4,5,181.08,c JM Sharma b B Kumar,1
