match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Kolkata Knight Riders,CR Woakes,4.0,0,36,3,9.0,15
3,Kolkata Knight Riders,K Khejroliya,3.5,0,34,0,8.87,4
3,Kolkata Knight Riders,UT Yadav,4.0,0,27,2,6.75,12
3,Kolkata Knight Riders,Washington Sundar,4.0,0,48,1,12.0,4
3,Kolkata Knight Riders,YS Chahal,3.0,0,29,0,9.67,6
8,Kings XI Punjab,CR Woakes,3.2,0,36,2,10.8,7
8,Kings XI Punjab,K Khejroliya,4.0,0,33,2,8.25,7
8,Kings XI Punjab,UT Yadav,4.0,0,23,3,5.75,13
8,Kings XI Punjab,Washington Sundar,4.0,0,22,2,5.5,7
8,Kings XI Punjab,YS Chahal,4.0,0,38,1,9.5,5
11,Rajasthan Royals,CR Woakes,4.0,0,47,2,11.75,6
11,Rajasthan Royals,K Khejroliya,3.0,0,40,0,13.33,4
11,Rajasthan Royals,P Negi,1.0,0,13,0,13.0,2
11,Rajasthan Royals,UT Yadav,4.0,0,59,0,14.75,5
11,Rajasthan Royals,Washington Sundar,4.0,0,30,0,7.5,7
11,Rajasthan Royals,YS Chahal,4.0,0,22,2,5.5,10
14,Mumbai Indians,CJ Anderson,4.0,0,47,2,11.75,10
14,Mumbai Indians,CR Woakes,3.0,0,31,1,10.33,9
14,Mumbai Indians,Mohammed Siraj,4.0,0,34,0,8.5,11
14,Mumbai Indians,UT Yadav,4.0,0,36,2,9.0,9
14,Mumbai Indians,Washington Sundar,2.0,0,32,0,16.0,2
14,Mumbai Indians,YS Chahal,3.0,0,32,0,10.67,7
19,Delhi Daredevils,CJ Anderson,1.0,0,10,1,10.0,3
19,Delhi Daredevils,CR Woakes,4.0,0,40,0,10.0,7
19,Delhi Daredevils,Mohammed Siraj,4.0,0,35,0,8.75,9
19,Delhi Daredevils,UT Yadav,4.0,0,27,1,6.75,11
19,Delhi Daredevils,Washington Sundar,4.0,0,31,1,7.75,5
19,Delhi Daredevils,YS Chahal,3.0,0,22,2,7.33,9
24,Chennai Super Kings,CJ Anderson,3.4,0,58,0,15.82,1
24,Chennai Super Kings,Mohammed Siraj,4.0,0,48,0,12.0,4
24,Chennai Super Kings,P Negi,3.0,0,36,1,12.0,7
24,Chennai Super Kings,UT Yadav,4.0,0,23,1,5.75,12
24,Chennai Super Kings,Washington Sundar,1.0,0,14,0,14.0,2
24,Chennai Super Kings,YS Chahal,4.0,0,26,2,6.5,10
29,Kolkata Knight Riders,M Ashwin,4.0,0,36,2,9.0,7
29,Kolkata Knight Riders,Mohammed Siraj,4.0,0,40,2,10.0,8
29,Kolkata Knight Riders,TG Southee,4.0,0,34,0,8.5,7
29,Kolkata Knight Riders,UT Yadav,3.1,0,36,0,11.37,7
29,Kolkata Knight Riders,YS Chahal,4.0,0,29,0,7.25,10
31,Mumbai Indians,C de Grandhomme,3.0,0,28,0,9.33,6
31,Mumbai Indians,Mohammed Siraj,4.0,0,28,2,7.0,7
31,Mumbai Indians,TG Southee,4.0,0,25,2,6.25,14
31,Mumbai Indians,UT Yadav,4.0,0,29,2,7.25,9
31,Mumbai Indians,Washington Sundar,1.0,0,15,0,15.0,0
31,Mumbai Indians,YS Chahal,4.0,0,23,0,5.75,12
35,Chennai Super Kings,C de Grandhomme,4.0,0,16,1,4.0,9
35,Chennai Super Kings,M Ashwin,3.0,0,17,1,5.67,12
35,Chennai Super Kings,Mohammed Siraj,2.0,0,18,0,9.0,5
35,Chennai Super Kings,TG Southee,3.0,0,30,0,10.0,6
35,Chennai Super Kings,UT Yadav,3.0,0,15,2,5.0,12
35,Chennai Super Kings,YS Chahal,3.0,1,29,0,9.67,9
39,Sunrisers Hyderabad,C de Grandhomme,1.0,0,8,0,8.0,2
39,Sunrisers Hyderabad,MM Ali,3.0,0,19,0,6.33,5
39,Sunrisers Hyderabad,Mohammed Siraj,4.0,0,25,3,6.25,11
39,Sunrisers Hyderabad,TG Southee,4.0,0,30,3,7.5,7
39,Sunrisers Hyderabad,UT Yadav,4.0,0,36,1,9.0,8
39,Sunrisers Hyderabad,YS Chahal,4.0,0,25,1,6.25,9
45,Delhi Daredevils,C de Grandhomme,1.0,0,12,0,12.0,0
45,Delhi Daredevils,MM Ali,4.0,0,25,1,6.25,9
45,Delhi Daredevils,Mohammed Siraj,4.0,0,46,1,11.5,7
45,Delhi Daredevils,TG Southee,4.0,0,41,0,10.25,7
45,Delhi Daredevils,UT Yadav,3.0,0,28,0,9.33,7
45,Delhi Daredevils,YS Chahal,4.0,0,28,2,7.0,9
48,Kings XI Punjab,C de Grandhomme,2.0,0,8,1,4.0,6
48,Kings XI Punjab,MM Ali,2.1,0,13,1,6.0,5
48,Kings XI Punjab,Mohammed Siraj,3.0,0,17,1,5.67,10
48,Kings XI Punjab,TG Southee,2.0,0,19,0,9.5,6
48,Kings XI Punjab,UT Yadav,4.0,0,23,3,5.75,15
48,Kings XI Punjab,YS Chahal,2.0,0,6,1,3.0,5
51,Sunrisers Hyderabad,C de Grandhomme,2.0,0,34,0,17.0,0
51,Sunrisers Hyderabad,MM Ali,2.0,0,21,1,10.5,2
51,Sunrisers Hyderabad,Mohammed Siraj,4.0,0,43,1,10.75,7
51,Sunrisers Hyderabad,TG Southee,4.0,0,45,0,11.25,6
51,Sunrisers Hyderabad,UT Yadav,4.0,0,31,0,7.75,10
51,Sunrisers Hyderabad,YS Chahal,4.0,0,28,1,7.0,9
53,Rajasthan Royals,C de Grandhomme,2.0,0,23,0,11.5,0
53,Rajasthan Royals,MM Ali,2.0,0,19,0,9.5,5
53,Rajasthan Royals,Mohammed Siraj,4.0,0,33,1,8.25,6
53,Rajasthan Royals,TG Southee,4.0,0,37,0,9.25,4
53,Rajasthan Royals,UT Yadav,4.0,1,25,3,6.25,12
53,Rajasthan Royals,YS Chahal,4.0,0,26,0,6.5,10
