innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,SC Ganguly,10,7,CH Gayle,4,7,15,14
1,Kolkata Knight Riders,2,SC Ganguly,8,9,CA Pujara,17,13,31,22
1,Kolkata Knight Riders,3,SC Ganguly,16,8,MK Tiwary,5,7,22,15
1,Kolkata Knight Riders,4,DJ Hussey,19,21,SC Ganguly,54,30,78,51
1,Kolkata Knight Riders,5,DJ Hussey,8,4,AD Mathews,4,4,13,7
1,Kolkata Knight Riders,6,DJ Hussey,4,2,WP Saha,0,0,4,2
1,Kolkata Knight Riders,7,WP Saha,10,4,AB Agarkar,8,5,18,9
2,Deccan Chargers,1,HH Gibbs,20,11,AC Gilchrist,9,5,31,16
2,Deccan Chargers,2,HH Gibbs,15,19,MD Mishra,29,16,46,35
2,Deccan Chargers,3,HH Gibbs,15,15,A Symonds,28,20,44,35
2,Deccan Chargers,4,RG Sharma,2,6,A Symonds,1,1,4,7
2,Deccan Chargers,5,TL Suman,9,9,A Symonds,16,16,26,25
2,Deccan Chargers,6,TL Suman,6,2,Y Venugopal Rao,0,0,6,2
