innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,CH Gayle,15,3.2
1,Kolkata Knight Riders,2,CA Pujara,46,6.6
1,Kolkata Knight Riders,3,MK Tiwary,68,9.3
1,Kolkata Knight Riders,4,SC Ganguly,146,17.6
1,Kolkata Knight Riders,5,AD Mathews,159,19.1
1,Kolkata Knight Riders,6,DJ Hussey,163,19.3
2,Deccan Chargers,1,AC Gilchrist,31,3.4
2,Deccan Chargers,2,MD Mishra,77,9.3
2,Deccan Chargers,3,HH Gibbs,121,15.2
2,Deccan Chargers,4,RG Sharma,125,16.3
2,Deccan Chargers,5,A Symonds,151,20.4
