innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CH Gayle,3.0,0,24,0,8.0,8,2,0
1,Royal Challengers Bangalore,CJ Jordan,4.0,0,45,3,11.25,7,2,0
1,Royal Challengers Bangalore,Iqbal Abdulla,1.0,0,10,0,10.0,1,0,0
1,Royal Challengers Bangalore,S Aravind,4.0,0,30,2,7.5,9,0,0
1,Royal Challengers Bangalore,SR Watson,4.0,0,61,0,15.25,7,2,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,35,1,8.75,4,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,25,0,6.25,9,1,0
2,Sunrisers Hyderabad,BB Sran,3.0,0,41,1,13.67,6,2,0
2,Sunrisers Hyderabad,BCJ Cutting,4.0,0,35,2,8.75,7,1,0
2,Sunrisers Hyderabad,Bipul Sharma,2.0,0,17,1,8.5,1,0,0
2,Sunrisers Hyderabad,MC Henriques,3.0,0,40,0,13.33,5,0,0
2,Sunrisers Hyderabad,Mustafizur Rahman,4.0,0,37,1,9.25,8,0,0
