innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,4,5,S Dhawan,7,6,11,11
1,Delhi Capitals,2,C Munro,8,7,S Dhawan,0,2,9,9
1,Delhi Capitals,3,C Munro,32,17,SS Iyer,16,11,49,28
1,Delhi Capitals,4,SS Iyer,29,29,RR Pant,23,18,56,47
1,Delhi Capitals,5,CH Morris,2,2,RR Pant,0,1,2,3
1,Delhi Capitals,6,CH Morris,2,6,AR Patel,3,4,6,10
1,Delhi Capitals,7,AR Patel,10,6,KMA Paul,7,4,19,9
1,Delhi Capitals,8,K Rabada,2,2,AR Patel,1,1,3,3
2,Sunrisers Hyderabad,1,DA Warner,29,29,JM Bairstow,41,31,72,59
2,Sunrisers Hyderabad,2,KS Williamson,3,8,DA Warner,3,3,6,11
2,Sunrisers Hyderabad,3,RK Bhui,7,12,DA Warner,15,10,23,22
2,Sunrisers Hyderabad,4,DA Warner,4,5,V Shankar,1,1,5,6
2,Sunrisers Hyderabad,5,V Shankar,0,1,DJ Hooda,0,0,0,1
2,Sunrisers Hyderabad,6,Abhishek Sharma,1,1,DJ Hooda,3,4,4,5
2,Sunrisers Hyderabad,7,Rashid Khan,0,1,Abhishek Sharma,0,0,0,1
2,Sunrisers Hyderabad,8,Abhishek Sharma,1,2,B Kumar,1,1,2,3
2,Sunrisers Hyderabad,9,Sandeep Sharma,1,1,B Kumar,1,3,4,4
2,Sunrisers Hyderabad,10,KK Ahmed,0,1,Sandeep Sharma,0,0,0,1
