innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,PP Shaw,4,5,0,0,80.0,c JM Bairstow b KK Ahmed,1
1,Delhi Capitals,S Dhawan,7,8,1,0,87.5,c B Kumar b KK Ahmed,2
1,Delhi Capitals,C Munro,40,24,4,3,166.67,c JM Bairstow b Abhishek Sharma,3
1,Delhi Capitals,SS Iyer,45,40,5,0,112.5,c JM Bairstow b B Kumar,4
1,Delhi Capitals,RR Pant,23,19,3,0,121.05,c DJ Hooda b KK Ahmed,5
1,Delhi Capitals,CH Morris,4,8,0,0,50.0,b Rashid Khan,6
1,Delhi Capitals,AR Patel,14,11,1,0,127.27,not out,7
1,Delhi Capitals,KMA Paul,7,4,0,1,175.0,lbw b B Kumar,8
1,Delhi Capitals,K Rabada,2,2,0,0,100.0,not out,9
2,Sunrisers Hyderabad,DA Warner,51,47,3,1,108.51,c SS Iyer b K Rabada,1
2,Sunrisers Hyderabad,JM Bairstow,41,31,5,1,132.26,c K Rabada b KMA Paul,2
2,Sunrisers Hyderabad,KS Williamson,3,8,0,0,37.5,c K Rabada b KMA Paul,3
2,Sunrisers Hyderabad,RK Bhui,7,12,0,0,58.33,c AR Patel b KMA Paul,4
2,Sunrisers Hyderabad,V Shankar,1,2,0,0,50.0,c RR Pant b K Rabada,5
2,Sunrisers Hyderabad,DJ Hooda,3,4,0,0,75.0,b CH Morris,6
2,Sunrisers Hyderabad,Abhishek Sharma,2,3,0,0,66.67,c KMA Paul b CH Morris,7
2,Sunrisers Hyderabad,Rashid Khan,0,1,0,0,0.0,c KMA Paul b CH Morris,8
2,Sunrisers Hyderabad,B Kumar,2,4,0,0,50.0,c & b K Rabada,9
2,Sunrisers Hyderabad,Sandeep Sharma,1,1,0,0,100.0,not out,10
2,Sunrisers Hyderabad,KK Ahmed,0,1,0,0,0.0,b K Rabada,11
